id;updated;type;band;mode;network;network_id;district;call;city;channel;output;tx_shift;access;status;lat;lng;locator;masl;magl;watt_pep;dir;ant;backup
734;"2021-03-31";"Repeater";2;"FM";"SvxReflector";"";6;"SK6IF/R";"Bokenäs";"RV48";145.6;-0.6;"1750 / 118.8 / DTMF 4";"QRV";58.31;11.64;"JO58TH";"";"";25;"";"";0
735;"2021-03-31";"Repeater";70;"FM";"SvxReflector";"";6;"SK6IF/R";"Lysekil";"RU384";434.8;-2;118.8;"QRV";58.2755;11.4355;"JO58RG";"";"";"";"";"";0
739;"2025-12-19";"Repeater";2;"FM";"SvxReflector";"";5;"SK5LF-2";"Linköping";"RV50";145.625;-0.6;"82.5 / DTMF 5";"QRT";58.56;15.542;"JO78SN";275;130;50;"160°";"8 dBi";2
740;"2017-12-17";"Repeater";70;"DMR";"Brandmeister";240082;0;"SKØRYG";"Stockholm city";"RU397";434.9625;-2;"CC 0";"QRV";59.3345;18.0636;"JO99AI";"";"";"";"";"";0
743;"2021-02-09";"Repeater";70;"FM / DMR / D-Star";"Brandmeister";240607518;6;"SA6APY";"Skara";"RU399";434.9875;-2;"114.8 / CC 6";"QRV";58.4;13.46;"JO68RJ";143;30;50;"Omni";"9 dBi";1
744;"2014-10-04";"Repeater";70;"DMR";"Brandmeister";240701;7;"SK7RJL";"Lund";"RU367";434.5875;-2;"CC 7";"QRV";55.7348;13.2308;"JO65OR";"";42;40;"";"";0
745;"2020-12-15";"Repeater";70;"DMR";"Brandmeister";240610;6;"SM6TKT/R";"Borås";"RU364";434.55;-2;"CC 6";"QRV";57.742;13.005;"JO67MR";160;20;180;"Omni";"X-510";2
747;"2020-09-19";"Repeater";70;"DMR";"Brandmeister";240617;6;"SK6DG";"Alingsås";"RU363";434.5375;-2;"CC 6";"QRV";57.9151;12.5195;"JO67GV";"";60;30;"";"";2
748;"2017-01-04";"Repeater";70;"DMR";"Brandmeister";240707;7;"SG7RFH";"Nässjö";"RU392";434.9;-2;"CC 7";"QRV";57.65;14.7;"JO77IP";"";"";"";"";"";0
749;"2017-01-04";"Repeater";70;"DMR";"Brandmeister";240706;7;"SG7BNT";"Bruzaholm";"RU368";434.6;-2;"CC 7";"QRV";57.6436;15.2712;"JO77PP";"";"";8;"";"Diamond X-510";0
751;"2017-12-25";"Repeater";70;"DMR";"Brandmeister";240007;0;"SMØWIU/R";"Nynäshamn";"RU369";434.6125;-2;"CC 0";"QRV";58.909;17.946;"JO88XV";"";"";50;"North";"Aerial OY AV1914-H (4 stack 10dBi)";0
752;"2017-12-25";"Repeater";70;"DMR";"Brandmeister";240003;0;"SMØWIU/R";"Botkyrka";"RU390";434.875;-2;"CC 0";"QRV";59.2507;17.879;"JO89WG";100;20;100;"";"Aerial OY AV1914-H (4 stack 10dBi)";0
753;"2020-04-04";"Repeater";70;"C4FM";"Brandmeister";"";0;"SKØNN";"Haninge";"RU363";434.5375;-2;"";"QRV";59.2404;18.2061;"JO99CF";100;"";100;180;"";0
755;"2020-11-18";"Repeater";70;"DMR";"DMR Plus";240010;0;"SKØRMQ";"Tyresö";"RU361";434.5125;-2;"CC 12";"QRV";59.2975;18.173;"JO99CH";100;39;350;180;"4x Dipole";2
756;"2025-01-09";"Repeater";70;"DMR";"Brandmeister";240201;2;"SK2RGJ";"Kiruna";"RU361";434.5125;-2;"CC 2";"QRV";67.8314;20.1876;"KP07CT";550;"";"";"";"";2
757;"2016-10-25";"Repeater";70;"DMR";"Brandmeister";240401;4;"SK4BW";"Borlänge";"RU388";434.85;-2;"CC 12";"QRV";60.4014;15.465;"JP70RJ";308;14;50;"Omni";"Aeriel OY 1914";0
758;"2022-10-19";"Repeater";70;"DMR";"Brandmeister";240602;6;"SK6AG";"Guldheden";"RU383";434.7875;-2;"CC 6";"QRV";57.6785;11.9787;"JO57XQ";120;50;25;"";"";0
759;"2023-08-12";"Repeater";2;"DMR";"Brandmeister";240412;0;"SMØWIU-4";"Högdalen";"RV46";145.575;-0.6;"CC 0";"QRV";59.249;18.0719;"JO99AF";90;10;100;"Omni";"";2
763;"2025-10-05";"Repeater";2;"FM";"SvxReflector";"";5;"SK5RKM-2";"Mariefred";"RV56";145.7;-0.6;82.5;"QRV";59.2579;17.2222;"JO89OG";"";"";80;"Omni";"";2
764;"2020-11-19";"Repeater";70;"DMR";"Brandmeister";240420;4;"SK4WV";"Vansbro";"RU373";434.6625;-2;"CC 4";"QRV";60.505;14.0315;"JP70AM";"";113;50;"";"";0
765;"2023-07-18";"Hotspot";70;"DMR";"Brandmeister";24051392;5;"SA5HAV";"Uppsala";"";434.375;"Simplex";"CC 5";"QRV";59.9511;17.82;"JO89VW";"";"";"";180;"";2
766;"2018-02-27";"Repeater";2;"DMR";"Brandmeister";240708;7;"SG7RFH";"Nässjö";"RV47";145.5875;-0.6;"CC 7";"QRV";57.65;14.7;"JO77IP";340;30;20;"Omni";"2 stack";0
770;"2025-11-11";"Repeater";2;"FM";"SvxReflector";"";0;"SKØRIX";"Stockholm";"RV50";145.625;-0.6;77;"QRV";59.3074;18.0123;"JO99AH";147;120;25;"Omni";"11.7 dBi";2
771;"2023-02-24";"Repeater";70;"DMR";"Brandmeister";240305;3;"SK3GK";"Gävle";"RU376";434.7;-2;"CC 3";"QRV";60.6402;17.1335;"JP80NP";96;12;25;"Omni";"7 dBi";2
775;"2025-05-26";"Repeater";70;"DMR";"Brandmeister";240025;0;"SGØRPF";"Rimbo";"RU383";434.7875;-2;"CC 0";"QRV";59.7984;18.1559;"JO99BT";15;10;10;"Omni";"X-510";2
776;"2017-12-25";"Repeater";70;"DMR";"Brandmeister";240097;0;"SKØRYG";"Upplands Väsby";"RU381";434.7625;-2;"CC 0";"QRV";59.523;17.9251;"JO89XM";70;"";50;"";"Aerial OY AV1914-H (4 stack 10dBi)";0
777;"2017-12-07";"Repeater";70;"DMR / D-Star";"Brandmeister";240203;2;"SK2DR";"Luleå";"RU392";434.9;-2;"CC 2";"QRV";65.6141;22.2024;"KP15CO";60;150;80;"Omni";"Aerial OY AV1915-H  (2 stack 7dBi)";0
778;"2025-10-16";"Repeater";70;"DMR / D-Star";"Brandmeister";240301;3;"SK3RFG";"Sundsvall / Klissberget";"RU384";434.8;-2;"CC 1";"QRT";62.3785;17.202;"JP82OJ";320;60;20;"45°";"4 stack";0
780;"2018-06-24";"Repeater";70;"DMR / D-Star";"Brandmeister";240208;2;"SK2RJH";"Kalix / Raggdynan";"RU380";434.75;-2;"CC 2";"QRV";65.92;22.833;"KP15KW";160;"";35;"Omni";"Aerial OY AV1914-H (4 stack 10dBi)";0
781;"2017-10-05";"Repeater";70;"DMR / D-Star / C4FM";"Brandmeister";2403117;3;"SM3YFX";"Föllinge";"RU362";434.525;-2;"CC 3";"QRV";63.67;14.607;"JP73HQ";"";18;"";"";"";0
783;"2022-12-19";"Repeater";70;"FM / DMR";"Brandmeister";240702;7;"SK7REE";"Söderåsen / Stenestad";"RU372";434.65;-2;"79.7 / CC 7";"QRV";56.0517;13.1047;"JO66NB";220;20;25;"";"4 stack dipole";0
784;"2020-11-05";"Repeater";70;"FM / DMR";"Brandmeister";240501;5;"SL5ZYT/R";"Norrköping";"RU396";434.95;-2;"82.5 / CC 5";"QRV";58.6875;16.2917;"JO88DQ";150;30;"";"";"";2
785;"2023-09-04";"Repeater";70;"FM / DMR";"Brandmeister";240563;5;"SG5BCG/R";"Knivsta";"RU362";434.525;-2;"82.5 / CC 5";"QRV";59.7255;17.7868;"JO89VR";"";"";"";"Omni";"X-300";2
786;"2025-11-04";"Repeater";70;"FM / DMR";"Brandmeister";240509;5;"SM5DWC/R";"Linköping";"RU390";434.875;-2;"82.5 / CC 5";"QRT";58.5643;15.5266;"JO78SM";"";"";"";"";"";0
787;"2018-04-02";"Repeater";2;"FM / DMR";"Brandmeister";240205;2;"SK2HG/R3";"Seskarö";"RV54";145.675;-0.6;"107.2 / CC 2";"QRV";65.7318;23.7242;"KP15UR";77;50;30;"Omni";"Aerial OY AV1312 (2 dBi)";0
788;"2018-06-24";"Repeater";2;"FM / DMR";"Brandmeister";240207;2;"SK2HG/R5";"Kalix / Raggdynan";"RV58";145.725;-0.6;"107.2 / CC 2";"QRV";65.92;22.833;"KP15KW";160;"";75;"Omni";"Aerial OY AV1431 (2 stack 7dBi)";0
789;"2018-06-24";"Repeater";70;"FM / DMR";"Brandmeister";240204;2;"SK2HG/RU5";"Kalix-Vattentorn";"RU378";434.725;-2;"107.2 / CC 2";"QRV";65.8596;23.1535;"KP15NU";45;"";5;"Omni";"Procom (2dBi)";0
790;"2018-08-04";"Repeater";70;"FM / DMR";"Brandmeister";240024;0;"SKØRPF";"Sigtuna";"RU391";434.8875;-2;"123.0 / CC 0";"QRV";59.6368;17.8088;"JO89VP";"";"";"";"";"";0
791;"2024-01-13";"Repeater";70;"FM / DMR";"Brandmeister";240607;6;"SK6RP/R";"Floda";"RU386";434.825;-2;"118.8 / CC 6";"QRV";57.809;12.3654;"JO67ET";"";"";25;"";"";1
792;"2021-03-31";"Repeater";2;"FM / DMR";"SvxReflector / Brandmeister";240609;6;"SK6IF";"Tanumshede";"RV46";145.575;-0.6;"118.8 / CC 6";"QRV";58.7239;11.3252;"JO58PR";"";90;25;"210°";"2-Stackad dipol";2
793;"2018-08-17";"Repeater";70;"FM / DMR";"Brandmeister";240712;7;"SK7REE";"Örkelljunga";"RU398";434.975;-2;"79.7 / CC 7";"QRV";56.28;13.27;"JO66PG";20;20;25;"Omni";"4x dipol";0
809;"2023-12-28";"Repeater";70;"DMR";"Brandmeister";240290;2;"SK2AT";"Vännäs";"RU398";434.975;-2;"CC 2";"QRV";63.975;19.964;"JP93XX";250;35;25;"Omni";"Aerial OY AV1914-H (4 stack 10dBi)";2
813;"2023-02-04";"Repeater";70;"C4FM";"Wires-X";31945;0;"SKØQO";"Bagarmossen";"RU366";434.575;-2;"";"QRV";59.2787;18.1257;"JO99BG";60;"";20;"";"";2
814;"2020-03-21";"Repeater";70;"DMR";"Brandmeister";240008;0;"SKØNN/1";"Johanneshov";"RU394";434.925;-2;"CC 0";"QRV";59.2942;18.073;"JO99AH";120;"";20;"";"";0
817;"2025-08-06";"Repeater";2;"FM";"Echolink";725736;3;"SK3GA/R";"Hudiksvall";"RV62";145.775;-0.6;127.3;"QRT";61.723;17.1;"JP81NR";80;34;30;"Omni";"6,3 dBi";2
820;"2018-10-24";"Repeater";2;"FM / DMR";"Brandmeister";240324;3;"SK3RHU";"Hudiksvall";"RV57";145.7125;-0.6;"127.3 / CC 3";"QRV";61.723;17.1;"JP81NR";80;20;50;"Omni";"6,5 dBi";0
824;"2018-11-01";"Repeater";70;"DMR";"Brandmeister";240325;3;"SK3RHU";"Hudiksvall";"RU366";434.575;-2;"CC 3";"QRV";61.723;17.1;"JP81NR";17;34;45;"Omni";"6.5 dBi";0
826;"2018-11-13";"Repeater";70;"FM";"";"";5;"SK5BB/R";"Arboga / Kolsva";"RU390";434.875;-2;"Carrier";"QRV";59.6076;15.836;"JP79WO";"";"";"";"";"";0
827;"2018-11-13";"Repeater";2;"FM";"";"";5;"SK5BB/R";"Arboga / Kolsva";"RV54";145.675;-0.6;"Carrier";"QRV";59.6076;15.836;"JP79WO";"";"";"";"";"";0
829;"2024-02-23";"Repeater";70;"FM";"";"";7;"SK7GH/R";"Hillerstorp";"RU368";434.6;-2;156.7;"QRV";57.3426;13.8567;"JO67WI";280;10;5;"Omni";"5x 5/8";1
834;"2018-12-15";"Repeater";70;"DMR";"Brandmeister";240017;0;"SMØWIU/R";"Dalarö";"RU387";434.8375;-2;"CC 0";"QRV";59.1353;18.4106;"JO99ED";"";15;"";"";"";0
836;"2025-08-18";"Repeater";2;"FM";"SvxReflector";"";6;"SK6RKG";"Halmstad";"RV54";145.675;-0.6;114.8;"QRV";56.7614;13.0505;"JO66MS";162;52;20;"Omni";"Aerial OY";2
837;"2023-09-12";"Repeater";2;"FM / C4FM";"SvxReflector";"";3;"SK3JR/R2";"Östersund / Brattåsen";"RV63";145.7875;-0.6;127.3;"QRV";63.1047;14.6022;"JP73HC";"";"";"";"";"";0
838;"2019-01-02";"Link";70;"FM";"";"";3;"SM3KDR";"Krokom / Aspås";"";434.975;"Simplex";127.3;"QRV";63.3649;14.5147;"JP73GI";375;"";5;"Omni";"7,2 dBi";0
839;"2023-11-23";"Repeater";2;"FM";"SvxReflector";"";0;"SKØNN/R";"Stockholm";"RV58";145.725;-0.6;77;"QRV";59.32;18.07;"JO99AH";"";"";50;"";"";0
841;"2025-07-06";"Repeater";2;"FM";"SvxReflector";"";6;"SK6JX/R";"Falkenberg";"RV50";145.625;-0.6;"1750 / 118.8 / DTMF 1";"QRV";56.9027;12.4888;"JO66FV";15;12;20;"Omni";"";2
842;"2025-11-11";"Repeater";2;"FM";"SvxReflector";"";0;"SKØCT/R";"Kista";"RV63";145.7875;-0.6;77;"QRT";59.4;17.95;"JO89XJ";"";"";"";"";"";2
843;"2026-02-08";"Repeater";70;"FM";"";"";0;"SKØRYG";"Upplands Väsby";"RU374";434.675;-2;77;"QRV";59.5238;17.9224;"JO89XM";"";"";25;180;"Aerial OY AV1914 (4 stack 10dBi)";2
848;"2025-03-09";"Repeater";2;"FM";"SvxReflector / Echolink / IRLP";"5908 / 8000";6;"SK6BA/R";"Skene";"RV48";145.6;-0.6;94.8;"QRV";57.5095;12.6;"JO67HM";150;18;80;"";"X-300 / 4 stack dipole";1
849;"2025-03-09";"Repeater";70;"FM";"SvxReflector / Echolink / IRLP";"5908 / 8000";6;"SK6BA/R";"Skene";"RU396";434.95;-2;94.8;"QRV";57.5095;12.6;"JO67HM";150;18;80;"";"4x dipole";1
851;"2025-02-09";"Hotspot";70;"DMR / D-Star / C4FM";"Brandmeister / ircDDB";2406268;6;"SK6BA-B";"Skene";"";433.5625;"Duplex 0";"DV Carrier";"QRV";57.495;12.656;"JO67HL";"";"";"";"Omni";"Diamond X50";0
852;"2025-02-19";"Repeater";70;"FM";"";"";7;"SM7JPI/R";"Karlshamn";"RU394";434.925;-2;79.7;"QRV";56.1674;14.8601;"JO76KE";40;39;40;"Omni";"Diamond X-300N";2
855;"2019-03-14";"Repeater";2;"DMR";"Brandmeister";240620;6;"SK6RKI";"Kortedala";"RV47";145.5875;-0.6;"CC 6";"QRV";57.7613;12.0373;"JO67AS";"";"";"";"";"";0
856;"2020-01-21";"Repeater";2;"D-Star";"";"";5;"SK5BN-C";"Norrköping";"RV46";145.575;-0.6;"DV Carrier";"QRV";58.7156;16.0893;"JO88BR";180;40;25;"";"";2
858;"2019-04-28";"Repeater";2;"FM";"";"";3;"SK3RET";"Bollnäs / Arbrå";"RV52";145.65;-0.6;"1750 / 127.3 / DTMF *5";"QRV";61.485;16.21;"JP81CL";"";"";"";"";"";0
859;"2023-08-27";"Repeater";70;"FM / DMR";"Brandmeister";240524;5;"SG5DV";"Uppsala";"RU367";434.5875;-2;"82.5 / CC 5";"QRV";59.8507;17.6345;"JO89TU";48;20;50;"Omni";"Diamond X50";2
860;"2023-08-27";"Repeater";2;"FM";"SvxReflector";"";5;"SG5DV";"Uppsala";"RV47";145.5875;-0.6;"1750 / 136.5 / DTMF *";"QRV";59.8507;17.6345;"JO89TU";48;20;40;"Omni";"Diamond X50";2
861;"2023-04-23";"Repeater";2;"FM";"";"";4;"SK4EA/R";"Kopparberg";"RV48";145.6;-0.6;1750;"QRV";59.9223;15.0425;"JO79MW";409;34;12;180;"4 x dipoles";1
862;"2019-05-06";"Repeater";70;"DMR";"Brandmeister";240777;7;"SK7BQ";"Kristianstad";"RU362";434.525;-2;"CC 7";"QRV";56.005;14.065;"JO76AA";"";42;20;"Omni";"";0
863;"2025-10-16";"Repeater";70;"DMR";"Brandmeister";240444;4;"SA4BNA";"Arvika";"RU398";434.975;-2;"CC 4";"QRT";59.5793;12.5401;"JO69GN";75;8;15;"Omni";5;0
864;"2019-05-13";"Repeater";70;"DMR";"Brandmeister";240704;7;"SA7BIK";"Höör";"RU393";434.9125;-2;"CC 7";"QRV";55.9567;13.5661;"JO65SW";"";40;20;"Omni";"";0
870;"2025-05-18";"Repeater";6;"FM";"";"";5;"SK5LW/R";"Eskilstuna";"RF85";51.85;-0.6;82.5;"QRT";59.3919;16.4213;"JO89FJ";45;30;20;"";"GP";0
871;"2019-05-30";"Repeater";70;"FM";"";"";5;"SK5VM/R";"Eskilstuna";"RU398";434.975;-2;82.5;"QRV";59.3561;16.5001;"JO89GI";23;30;25;"";"4 stackade dipoler";0
872;"2023-12-10";"Repeater";2;"FM";"Echolink / SvxReflector";676702;5;"SK5LW/R";"Eskilstuna / Slytan";"RV49";145.6125;-0.6;82.5;"QRV";59.229;16.625;"JO89HF";100;30;85;"";"4 stackade dipoler";0
873;"2025-06-11";"Repeater";70;"FM";"";"";6;"SK6RJW";"Kungsbacka";"RU378";434.725;-2;114.8;"QRV";57.4874;12.077;"JO67AL";37;20;15;"Omni";"Diamond 11.4 dBi";2
874;"2022-01-16";"Repeater";2;"FM / DMR";"SVXReflector / Echolink / BM.";"284125 / 240603";6;"SK6QA/R";"Stenungsund";"RV57";145.7125;-0.6;"114.8 / CC 6";"QRV";58.0823;11.9943;"JO58XB";112;66;18;"180°";"Aerial OY 2x AV1312-2 (dipole 2dBi)";2
875;"2019-07-03";"Repeater";2;"FM";"";"";2;"SK2CI";"Boden";"RV50";145.625;-0.6;"1750 / 107.2";"QRV";65.7869;21.526;"KP05SS";215;5;25;"Omni";"GP";0
877;"2025-08-09";"Repeater";70;"D-Star";"ircDDB";"";6;"SK6DW/R";"Trollhättan";"RU390";434.875;-2;"";"QRV";58.275;12.29;"JO68DG";"";"";"";"";"";2
878;"2019-07-17";"Repeater";70;"DMR";"Brandmeister";240094;0;"SKØEN";"Älmsta";"RU368";434.6;-2;"CC 0";"QRV";59.9733;18.8097;"JO99JX";40;40;25;"Omni";"10 dBi";0
879;"2022-10-19";"Repeater";70;"FM";"SvxReflector";"";6;"SK6RFQ";"Guldheden";"RU372";434.65;-2;"1750 / 114.8 / DTMF 6";"QRV";57.6785;11.9787;"JO57XQ";120;50;"";"";"Aerial OY AV1914-H (4 stack 10dBi)";0
880;"2022-10-19";"Repeater";2;"FM";"SvxReflector";"";6;"SK6RFQ";"Guldheden";"RV52";145.65;-0.6;"1750 / 114.8 / DTMF 6";"QRV";57.6785;11.9787;"JO57XQ";120;50;"";"";"TX: Aerial Oy AV1912 RX: GP-98";0
883;"2025-10-19";"Repeater";2;"FM";"";"";0;"SKØBJ/R";"Nynäshamn";"RV57";145.7125;-0.6;123;"QRV";58.9055;17.9402;"JO88XV";80;45;25;"";"4 stackad Ariel OY";0
884;"2024-04-21";"Repeater";2;"FM / DMR";"SvxReflector / Brandmeister";240604;6;"SK6IF";"Kungshamn";"RV54";145.675;-0.6;"94.8 / CC 6";"QRV";58.3569;11.257;"JO58PI";78;45;20;"120°";"Dipoles";0
889;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240722;7;"SK7REE";"Helsingborg";"RU368";434.6;-2;"CC 7";"QRV";56.0362;12.704;"JO66IA";"";40;20;"";"6 dBi";0
890;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240709;7;"SK7AF";"Eksjö";"RU365";434.5625;-2;"CC 7";"QRV";57.647;15.018;"JO77MP";"";7;25;"Omni";"10 dBi";0
891;"2020-04-02";"Repeater";70;"FM / DMR";"Brandmeister";240430;4;"SK4KR";"Karlskoga";"RU384";434.8;-2;"CC 4";"QRV";59.3175;14.4812;"JO79FH";"";16;25;"Omni";"9 dBi";1
892;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240410;4;"SK4RGL";"Falun";"RU370";434.625;-2;"CC 1";"QRV";60.6295;15.677;"JP70UP";"";"";"";"Omni";"";0
893;"2025-05-25";"Repeater";2;"FM";"SvxReflector";"";4;"SK4RGL";"Falun";"RV50";145.625;-0.6;"1750 / 85.4";"QRV";60.6295;15.677;"JP70UP";"";"";40;"Omni";"";2
894;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240340;3;"SK3JR";"Östersund / Brattåsen";"RU365";434.5625;-2;"CC 3";"QRV";63.1047;14.6022;"JP73HC";"";"";"";"Omni";"";0
895;"2025-10-16";"Repeater";70;"DMR";"Brandmeister";240306;3;"SK3RFG";"Sundsvall / Nolby";"RU399";434.9875;-2;"CC 3";"QRT";62.3003;17.3635;"JP82QH";"";20;"";"Omni";"";0
896;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240220;2;"SK2AZ";"Piteå";"RU388";434.85;-2;"CC 2";"QRV";65.3116;21.2746;"KP05PH";"";20;"";"Omni";"";0
897;"2019-08-05";"Repeater";70;"DMR";"Brandmeister";240210;2;"SK2CI";"Boden";"RU384";434.8;-2;"CC 2";"QRV";65.8204;21.6003;"KP05TT";"";"";"";"Omni";"";0
898;"2025-10-16";"Repeater";70;"DMR";"Brandmeister";240202;2;"SK2HG-2";"Kalix";"RU399";434.9875;-2;"CC 2";"QRT";65.8496;23.176;"KP15OU";"";10;"";"Omni";"5 dBi";0
899;"2023-11-30";"Repeater";70;"DMR";"Brandmeister";240050;0;"SKØQO";"Haninge / Brandbergen";"RU365";434.5625;-2;"CC 0";"QRV";59.1704;18.1663;"JO99BE";120;30;"";"Omni";"10 dBi";0
